XNAME,FULLNAME,COND,FIRST,LAST,G,S,H,A,B,C,D,E,F,Table2_NAME,Table2_FORMULA,Table2_Mineral_Name,molar_volume(cm^3/mol),molar_volume(J/bar),Table2_Quelle,Table2_Bemerkungen
Si2Zr,[],(C),298.15,1790,-169815.9686,71.53579726,-159370.0634,63.1633,0.01535161,-279424,0,0,0,Si2Zr, Si2Zr,,30.45577247,3.045577247,Materialsproject,
SiF,[],(G),298.15,6000,-54867.8424,225.6725007,-25232.65514,29.58968353,0.016196298,-71386,0,-1.18895E-05,3.11137E-09,,,,,,,
SiF2,[],(G),298.15,6000,-604107.0484,256.4608839,-592840.5035,40.93885803,0.035112231,-422922,0,-2.64452E-05,6.91566E-09,,,,,,,
AlAs,[],(C),298.15,2013,-131117.5475,60.23980742,-122560.6262,43.9215,0.0062745,0,0,0,0,AlAs, AlAs,,28.37994055,2.837994055,Materialsproject,
SiF3,[],(G),298.15,6000,-986984.3788,279.5696716,-996441.7176,53.53958893,0.059878577,-802224,0,-4.49255E-05,1.17168E-08,,,,,,,
SiF4,[],(G),298.15,6000,-1578270.99,282.6184722,-1614957.031,62.94385529,0.089682153,-948252,0,-6.6453E-05,1.71782E-08,,,,,,,
CaAl2,[],(C),298.15,1353,-227671.4487,85.340503,-216676.8225,82.8234,0.0079477,-1121044,0,0,0,CaAl2, CaAl2,,38.77535993,3.877535993,Materialsproject,
CaAl4,[],(C),298.15,1050,-237283.6537,138.0512006,-218349.3622,124.2351,0.0326274,-1129410,0,0,0,CaAl4, CaAl4,,64.02378728,6.402378728,Materialsproject,
FeSi,[],(L),298.15,3000,9825.582359,63.43849233,-28804.3,75,0,0,0,0,0,,,,,,,
CaAl2O4,[],(C),298.15,1873,-2240358.023,114.208031,-2325660.383,150.588,0.02493068,-3329668,0,0,0,CaAl2O4, CaAl2O4,Dmitryivanovit,35.19911164,3.519911164,Mineralienatlas,
Ca3Al2O6,[],(C),298.15,1808,-3462837.997,205.4063955,-3586748.712,260.51724,0.01915814,-5023782,0,0,0,Ca3Al2O6, Ca3Al2O6,,91.80246725,9.180246725,Materialsproject,
SiH,[],(G),298.15,6000,336388.1915,197.9558604,368637.967,22.52295685,0.016747702,275642,0,-6.4492E-06,9.34564E-10,,,,,,,
Ca12Al14O33,[],(C),298.15,1647,-18736873.94,1044.604227,-19425397.46,1263.09868,0.2739865,-23131990,0,0,0,Ca12Al14O33, Ca12Al14O33,Mayenit,517.976371,51.7976371,Webmineral,
SiH2,[],(G),298.15,6000,226394.7342,207.4406548,245352.0937,-12.72131348,0.159510864,952076,0,-0.000122556,3.16712E-08,,,,,,,
CaAl4O7,[],(C),298.15,2035,-3837778.967,177.7975765,-3990576.014,276.45447,0.02292284,-7445740,0,0,0,CaAl4O7, CaAl4O7,Grossit,90.39684941,9.039684941,Webmineral,
SiH3,[],(G),298.15,6000,203205.183,216.3899382,209358.3449,8.25020218,0.109030493,304190,0,-6.31745E-05,1.3447E-08,,,,,,,
SiH4,[],(G),298.15,6000,47700.79848,204.094834,34700.17803,6.69843483,0.137657544,117648,0,-7.52335E-05,1.52638E-08,,,,,,,
AlCu,[],(C),298.15,899,-50836.59758,65.52508372,-40068.48425,43.08,0.02056,117000,0,0,0,AlCu, AlCu,Cupalit,16.8993314,1.68993314,Materialsproject,data for Al end member
AlF3,[],(C),298.15,2100,-1437311.11,66.50753929,-1510397.749,-26.262,0.590444,0,0,-0.001036437,6.59372E-07,AlF3, AlF3,Oskarssonit,26.72124224,2.672124224,Mindat,
SiI,[],(G),298.15,6000,210297.3368,253.7699725,262909.7066,48.62442017,-0.018467462,-456074,0,1.23186E-05,-2.84717E-09,,,,,,,
K3AlF6,[],(C),298.15,1273,-3194075.934,285.0224131,-3346993.315,152.87,0.235216,0,0,0,0,K3AlF6, K3AlF6,,99.36231147,9.936231147,Materialsproject,
SiI2,[],(G),298.15,6000,34359.58937,324.064707,93001.51251,57.61219788,0.001271724,-216588,0,-9.97669E-07,2.68466E-10,,,,,,,
Na3AlF6,[],(C),298.15,1286,-3170136.894,238.2217122,-3322393.528,192.516,0.12298,-1180700,0,0,0,Na3AlF6, Na3AlF6,Kryolith,70.8402484,7.08402484,Webmineral,
SiI3,[],(G),298.15,6000,-75617.52765,376.9631922,-16388.64068,81.5246582,0.003485606,-424722,0,-2.72788E-06,7.32863E-10,,,,,,,
Na5Al3F14,[],(C),298.15,3000,-7210694.793,515.2455845,-7554986.391,507.907,0.09263,-7247000,0,0,0,Na5Al3F14, Na5Al3F14,Chiolite,153.5164123,15.35164123,Webmineral,
SiI4,[],(G),298.15,6000,-167672.8491,416.3395041,-112997.7561,105.448822,0.005667878,-551902,0,-4.43079E-06,1.18962E-09,,,,,,,
FeAl,[],(C),298.15,1376,-57991.02112,51.3848222,-50198.56214,42.4,0.01948,-25000,0,0,0,FeAl, FeAl,,14.33691051,1.433691051,Materialsproject,
FeAl3,[],(C),298.15,1433,-124548.7388,94.76983401,-111597.0679,84.29,0.03805,187000,0,0,0,FeAl3, FeAl3,Hollisterit,36.95837969,3.695837969,Mindat,
K2Si2O5,[],(L),298.15,4000,-2397111.723,120.6831873,-2527624.679,275,0,0,0,0,0,,,,,,,
FeAl2O4,[],(C),298.15,2053,-1890495.125,106.2610641,-1975133.166,155.35662,0.02614375,-3133066,0,0,0,FeAl2O4, FeAl2O4,Hercynit,40.5410516,4.05410516,Webmineral,
AlH3_1,[],(C),298.15,500,34665.89138,30.04406285,-11398.79433,49.182,0.024761,-1453800,0,0,0,AlH3, AlH3,,27.88778109,2.788778109,Materialsproject,
AlH3_2,[],(C),298.15,500,34665.89138,30.04406285,-11398.79433,49.182,0.024761,-1453800,0,0,0,AlH3, AlH3,,23.53161539,2.353161539,Materialsproject,
AlH3_3,[],(C),298.15,500,34665.89138,30.04406285,-11398.79433,49.182,0.024761,-1453800,0,0,0,AlH3, AlH3,,23.48544564,2.348544564,Materialsproject,
AlH3_4,[],(C),298.15,500,34665.89138,30.04406285,-11398.79433,49.182,0.024761,-1453800,0,0,0,AlH3, AlH3,,20.55838413,2.055838413,Materialsproject,
K2SiO3,[],(L),298.15,4000,-1475140.069,99.37293067,-1557915.269,190,0,0,0,0,0,,,,,,,
K2Si4O9,[],(L),298.15,2000,-4085529.97,239.0253559,-4299505.82,409.934,0,0,0,0,0,,,,,,,
SiLi4O4_1,[],(C),298.15,1528,-2242182.948,121.3217442,-2329508.605,137.28606,0.06830839,-983004,0,0,0,,,,,,,
AlO3H3,[],(C),298.15,500,-1173184.485,68.44926931,-1293497.243,56.024,0.168866,-1280300,0,0,0,AlO3H3, AlO3H3,Gibbsit,31.9504678,3.19504678,Webmineral,Al(OH)3
SiLi4O4_2,[],(L),298.15,3000,-2356593.942,-24.18096173,-2408398.844,286.9538,0,0,0,0,0,,,,,,,
KAlO2,[],(C),298.15,1986,-1074213.405,85.55765422,-1130597.719,79.89,0.036427,-1300600,0,0,0,KAlO2, KAlO2,,35.71551021,3.571551021,Materialsproject,
SiLi4O4,[],(C),298.15,1500,-2190421.414,130.9382435,-2274879.916,86.5881,0.054379,0,0,0,0,,,,,,,
MgAl2O4,[],(C),298.15,2388,-2221050.412,80.57624134,-2314450.523,153.9344,0.0267712,-4090974,0,0,0,MgAl2O4, MgAl2O4,Spinell,39.7092434,3.97092434,Webmineral,
AlN,[],(C),298.15,2700,-293042.0455,20.1730414,-318999.0978,45.94,0.003347,-1497900,0,0,0,AlN, AlN,,12.80517901,1.280517901,Materialsproject,
MgSiO3,[],(L),298.15,3000,-1417056.606,43.41323859,-1519190.477,146.405,0,0,0,0,0,,,,,,,
NaAlO2,[],(C),298.15,1700,-1089410.348,70.70007771,-1133506.8,80.22994,0.02986662,-1405488,0,0,0,NaAlO2, NaAlO2,,30.71638061,3.071638061,Materialsproject,
AlNi3,[],(C),298.15,1668,-170772.1122,113.7874678,-153095.0577,88.47045,0.0322091,0,0,0,0,AlNi3, AlNi3,,27.14299283,2.714299283,Materialsproject,
Mg2SiO4,[],(L),298.15,3500,-2036642.315,48.84694482,-2157642.9,204.967,0,0,0,0,0,,,,,,,
AlNi_1,[],(C),298.15,1912,-126496.5614,54.09081286,-118377.6217,41.83,0.0138039,0,0,0,0,AlNi, AlNi,,14.43627583,1.443627583,Materialsproject,
AlNi_2,[],(C),298.15,1912,-117523.4714,54.14106536,-109383.5853,41.81,0.0138039,0,0,0,0,AlNi, AlNi,,14.43627583,1.443627583,Materialsproject,
Al3Ni2,[],(C),298.15,1406,-303105.9761,136.3774982,-282349.512,106.03905,0.0343006,0,0,0,0,Al3Ni2, Al3Ni2,,41.5979373,4.15979373,Materialsproject,
KLINOENSTATIT]T,Mg2Si2O6,(L),298.15,2500,-2828846.056,107.8371254,-3032915.77,276.078,0,0,0,0,0,,,,,,,
Al3Ni,[],(C),298.15,1127,-167791.1547,110.6498637,-150585.1633,84.0783,0.0351372,0,0,0,0,Al3Ni, Al3Ni,,34.61240457,3.461240457,Materialsproject,
Mg2Si,[],(L),298.15,4000,7698.585772,107.7102906,-24938.85385,94.1175,0,0,0,0,0,,,,,,,
Al2NiO4,[],(C),298.15,2383,-1833551.208,98.3137293,-1921039.057,159.16315,0.02334114,-3074504,0,0,0,Al2NiO4, Al2NiO4,,41.07822655,4.107822655,Materialsproject,
Al2O3,[],(C),298.15,2327,-1594410.893,50.92798195,-1675697.631,97.056,0.03902,-2636300,0,0,0,Al2O3, Al2O3,Korund,25.44755947,2.544755947,Webmineral,
Al2S3O12,[],(C),298.15,1100,-436912.699,199.7954688,-715288.4116,366.22165,-0.715293,0,0,0,0,Al2S3O12, Al2S3O12,,128.0501497,12.80501497,,
TEPHROITE,SiMn2O4,(L),298.15,3000,-1642737.289,64.37606907,-1734789.009,243.0323,0,0,0,0,0,,,,,,,
Al2TiO5,[],(C),298.15,2163,-2566554.152,109.6083153,-2677115.912,182.50429,0.0221699,-4689142,0,0,0,Al2TiO5, Al2TiO5,,50.37249749,5.037249749,Materialsproject,
Al2S3,[],(C),298.15,1373,-641474.7367,116.8706126,-648496.8491,127.79,0.020258,-2557400,0,0,0,Al2S3, Al2S3,,57.03147964,5.703147964,Materialsproject,
RHODONITE,SiMnO3,(L),298.15,3000,-1205477.652,83.71907572,-1293138.916,151.63375,0,0,0,0,0,,,,,,,
AlSb,[],(C),298.15,1333,-58199.21473,64.96665572,-50336.6088,43.5032,0.0096209,0,0,0,0,AlSb, AlSb,,36.47068666,3.647068666,Materialsproject,
Al3Ti,[],(C),298.15,1613,-154408.1461,94.54570218,-142219.0459,103.48742,0.016732,-899346,0,0,0,Al3Ti, Al3Ti,,38.32671044,3.832671044,Materialsproject,
Si3Mn5,[],(L),298.15,3000,-81386.13578,202.1153767,-125887.0249,324.563153,0,0,0,0,0,,,,,,,
AlTi,[],(C),298.15,1733,-80149.84984,52.29245315,-72782.52318,55.92671,0.00593986,-752940,0,0,0,AlTi, AlTi,,19.52257592,1.952257592,Materialsproject,
FeAsS,[],(C),298.15,1000,-123405.6137,108.347082,-105409.799,62.87049,0.0405751,-142222,0,0,0,FeAsS, FeAsS,Arsenopyrit,26.31976619,2.631976619,Webmineral,
SiMn,[],(L),298.15,3000,3101.865718,48.87056622,-24914.28722,78.703145,0,0,0,0,0,,,,,,,
Fe3C_1,[],(C),298.15,1500,3987.912765,101.2393758,22591.213,82.15412,0.08366,0,0,0,0,Fe3C, Fe3C,"Cohenit = (Fe,Ni,Co)3C",22.92011718,2.292011718,Materialsproject,data for Fe end member
Si17Mn10,[],(C),298.15,1425,-837217.011,561.6267076,-755808.4192,719.09953,0.04613849,-13063510,0,0,0,,,,,,,
FeCO3,[],(C),298.15,855,-698608.021,96.0917679,-752937.5378,48.64829,0.1121044,0,0,0,0,FeCO3, FeCO3,Siderit,29.9380691,2.99380691,Webmineral,
CaFe2O4,[],(C),298.15,1510,-1444814.225,145.1655555,-1520390.392,164.89386,0.01991108,-1530978,0,0,0,CaFe2O4, CaFe2O4,Harmunit,44.78214423,4.478214423,Webmineral,
Si2Mo,[],(C),298.15,2300,-132157.2394,65.00633251,-129998.1115,78.396,-0.005633,-1273000,0,6.797E-06,0,,,,,,,
Ca2Fe2O5,[],(C),298.15,1750,-2026526.129,188.6727031,-2122030.215,247.80092,0,-4885744,0,0,0,Ca2Fe2O5, Ca2Fe2O5,"Brownmillerit = Ca2(Al,Fe)2O5",67.90806807,6.790806807,Webmineral,"Fe end member, data from Materialsproject"
SiMo3_1,[],(C),298.15,2298,-133804.1468,106.1320563,-116368.2148,85.818428,0.022676043,32210,0,0,0,,,,,,,
SiMo3_2,[],(C),298.15,2298,-184640.0031,106.3613466,-167251.9728,85.818428,0.022676043,0,0,0,0,,,,,,,
FeCl2,[],(C),298.15,950,-299671.766,118.0077053,-341697.7014,107.119,-0.067968,-1338200,0,5.4665E-05,0,FeCl2, FeCl2,"Lawrencit = (Fe,Ni)Cl2",43.21668874,4.321668874,Webmineral,"Fe end member, data from Materialsproject"
Si3Mo5_1,[],(C),298.15,2463,-344478.7283,207.3108834,-309536.5933,183.315792,0.035032625,-1199684,0,0,0,,,,,,,
Si2Mo,[],(L),298.15,5000,131526.8588,94.31601655,6206.9813,100,0,0,0,0,0,,,,,,,
FeClO,[],(C),298.15,1500,-360355.9166,82.55708902,-407197.8857,68.784,0.02601,-536800,0,0,0,FeClO, FeClO,,32.60748336,3.260748336,Materialsproject,
FeCr2O4,[],(C),298.15,2423,-1343254.54,146.00016,-1414217.987,162.96968,0.02233722,-3187446,0,0,0,FeCr2O4, FeCr2O4,Chromit,43.98270504,4.398270504,Webmineral,
Si3Mo5_2,[],(C),298.15,3000,-346246.4304,205.3598052,-310711.181,183.315792,0.035032625,-836600,0,0,0,,,,,,,
Fe2CuO4,[],(C),298.15,1358,-894418.5971,146.737834,-967732.5496,139.58671,0.11775145,-2342480,0,0,0,Fe2CuO4, Fe2CuO4,"Cuprospinell = (Cu,Mg)Fe2O4",46.18951852,4.618951852,Materialsproject,data for Cu end member
FeCuS2,[],(C),298.15,1200,-208753.8372,124.9559319,-190323.1012,86.96457,0.0535424,-560522,0,0,0,FeCuS2, FeCuS2,Chalcopyrit,43.69213675,4.369213675,Webmineral,
SiN,[],(G),298.15,6000,374398.5617,216.6848614,403666.7066,23.19579697,0.027839587,29546,0,-2.04618E-05,5.44471E-09,,,,,,,
FeCu5S4,[],(C),298.15,1200,-439588.8198,362.2725002,-380227.6369,208.14608,0.14673964,-564704,0,0,0,FeCu5S4, FeCu5S4,Bornit,98.66186122,9.866186122,Webmineral,
FeF2,[],(C),298.15,1223,-675933.4027,87.00594416,-717998.2273,68.12,0.005461,-943200,0,0,0,FeF2, FeF2,,23.16777772,2.316777772,Materialsproject,
Na4SiO4,[],(L),298.15,2500,-1973059.162,169.2546664,-2085684.754,259.346,0,0,0,0,0,,,,,,,
FeF3,[],(C),298.15,2000,-924944.4211,112.0091867,-990397.2611,-2.137,0.313725,0,0,0,0,FeF3, FeF3,,31.41088399,3.141088399,Materialsproject,
Fe,[],(C),298.15,1809,0.906126553,27.32252219,0.752337941,-6.749,0.137193,441900,0,-0.000190586,1.09992E-07,Fe, Fe,,7.148281082,0.714828108,Webmineral,
Na2Si2O5,[],(L),298.15,2500,-2333000.66,137.8823426,-2457472.377,261.14469,0,0,0,0,0,,,,,,,
FeO2H,[],(C),298.15,1500,-494303.1638,60.90748787,-558297.7682,80.195,0.028505,-1263500,0,0,0,FeO2H, FeO2H,Goethit,20.814024,2.0814024,Webmineral,FeOOH
FeO2H2,[],(C),298.15,1500,-489681.3548,88.00974944,-564997.093,95.106,0.02848,-586400,0,0,0,FeO2H2, FeO2H2,,26.42647059,2.642647059,,
Na2SiO3,[],(L),298.15,2000,-1413180.774,135.2376439,-1514423.252,179.0324,0,0,0,0,0,,,,,,,
FeO3H3,[],(C),298.15,1500,-715292.3847,105.0117613,-829996.4908,162.5,0.01186,-4359000,0,0,0,FeO3H3, FeO3H3,Bernalit,33.00735351,3.300735351,Webmineral,Fe(OH)3
Si2Nb,[],(C),298.15,2220,-126492.1201,70.00649303,-124998.063,68.529,0.011182,-645600,0,0,0,,,,,,,
MgFe2O4,[],(C),298.15,2023,-1348315.269,123.831258,-1428322.689,88.09398,0.18647814,0,0,0,0,MgFe2O4, MgFe2O4,Magnesioferrit,44.40350213,4.440350213,Webmineral,
Si2Nb,[],(L),298.15,5000,114928.1039,96.82319624,-295.9937,100,0,0,0,0,0,,,,,,,
Fe4N,[],(C),298.15,900,-18706.5208,155.6199203,-11081.32657,112.27172,0.03413328,0,0,0,0,Fe4N, Fe4N,"Roaldit = (Fe,Ni)4N",29.85717167,2.985717167,Materialsproject,data for Fe end member
Si3Nb5,[],(C),298.15,2723,-491446.9876,250.9982493,-451758.5574,189.11343,0.030774331,-1507554,0,0,0,,,,,,,
Fe2N,[],(C),298.15,1000,-2453.243969,101.2356395,-3762.901044,62.36853,0.02547447,0,0,0,0,Fe2N, Fe2N,,16.96296535,1.696296535,Materialsproject,
NaFeO2,[],(C),298.15,1620,-659530.5298,88.26979721,-698140.4665,74.95936,0.0589803,-719476,0,0,0,NaFeO2, NaFeO2,,26.5341544,2.65341544,Materialsproject,
Si13Ni7,[],(C),298.15,1245,-699023.272,439.7111396,-627854.7701,500.278434,0.073783937,-7218184,0,0,0,,,,,,,
Fe2NiO4,[],(C),298.15,1933,-999685.697,131.7791534,-1076699.629,132.30829,0.11821158,-1953462,0,0,0,Fe2NiO4, Fe2NiO4,Trevorit,44.77612209,4.477612209,Webmineral,
Fe2O3,[],(C),298.15,1812,-747539.0441,87.41042235,-822996.8907,-27.583,0.63601,654000,0,-0.000874351,4.5591E-07,Fe2O3, Fe2O3,HÑmatit,30.23114662,3.023114662,Webmineral,
SiNi,[],(L),298.15,2500,-61464.57121,36.51846696,-73322.79294,79.477,0,0,0,0,0,,,,,,,
Fe2O3_GAMMA,[GAMMA],(C),298.15,1000,-729030.8187,91.81089876,-803996.7486,113.637,0.043835,-1627300,0,0,0,Fe2O3_GAMMA, Fe2O3_GAMMA,Maghemit,29.10149338,2.910149338,Webmineral,
SiPbO3_GLASS,[GLASS],(C),298.15,1000,-1081502.064,126.3366652,-1137355.001,146.69781,0.00828234,-4362868,0,0,0,,,,,,,
Fe3O4,[],(C),298.15,1870,-1016003.468,146.2151685,-1112995.478,-91.809,1.287379,1090300,0,-0.002127367,0.000001344,Fe3O4, Fe3O4,Magnetite,44.47350951,4.447350951,Webmineral,
FeO,[],(C),298.15,1650,-242560.6746,60.80497335,-263998.5176,58.68,-0.009292,-646300,0,0.00000912,0,FeO, FeO,WÅstit,11.93738852,1.193738852,Webmineral,
ILMENITE,FeTiO3,(C),298.15,1743,-1180064.735,105.8399149,-1235162.012,116.58021,0.01823788,-2003658,0,0,0,ILMENITE, FeTiO3,Ilmenit,31.70054896,3.170054896,Webmineral,
Si2Rb2O5,[],(L),298.15,2500,-2309392.757,169.6720697,-2445280.753,259.346,0,0,0,0,0,,,,,,,
ULVIT,Fe2TiO4,(C),298.15,1600,-1455226.007,169.0075147,-1521355.732,139.46122,0.06307964,-1422220,0,0,0,ULVIT, Fe2TiO4,Ulvîspinell,45.41823284,4.541823284,Webmineral,
SiRb2O3,[],(C),298.15,1143,-1463351.892,161.0573149,-1527209.477,123.64948,0.04919208,-1857252,0,0,0,,,,,,,
PSEWDOBRUKIT,Fe2TiO5,(C),298.15,1700,-1702588.558,156.4608442,-1798685.036,193.6729,0.02200258,-3099604,0,0,0,PSEWDOBRUKIT, Fe2TiO5,Pseudobrookit,54.5184403,5.45184403,Webmineral,
SiRb2O3,[],(L),298.15,2500,-1419177.324,156.7462408,-1505765.04,177.7775,0,0,0,0,0,,,,,,,
Fe2ZnO4,[],(C),298.15,1000,-1099570.384,134.7077635,-1178346.479,155.39845,0.04454895,-1597906,0,0,0,Fe2ZnO4, Fe2ZnO4,,44.07312614,4.407312614,,
Si2Rb2O5,[],(C),298.15,1363,-2356314.738,194.5266733,-2465036.88,193.21277,0.05036332,-3338034,0,0,0,,,,,,,
FeZnO2,[],(C),298.15,600,-611832.7283,88.26979818,-648362.4678,108.25604,0.01522612,-2513982,0,0,0,FeZnO2, FeZnO2,,31.39643085,3.139643085,,
Si4Rb2O9,[],(C),298.15,1173,-4115019.082,278.1967432,-4308481.879,255.28849,0.12452791,-1919996,0,0,0,,,,,,,
FeS,[],(C),298.15,1463,-101138.1804,60.31507699,-101298.485,-33.773,0.246867,952000,0,0,0,FeS, FeS,Pyrrhotin = FeS bis Fe10S11,21.52938484,2.152938484,,
Si4Rb2O9,[],(L),298.15,2500,-4104088.807,221.6448942,-4311445.16,397.385,0,0,0,0,0,,,,,,,
SiO2_GLASS,[GLASS],(C),298.15,1996,-853854.3127,47.86442265,-901398.6809,52.17,0.024004,-1331100,0,-0.000004068,0,,,,,,,
SiO2,[],(G),298.15,6000,-324849.1894,228.6001507,-322075.6195,34.2717514,0.052607935,-253358,0,-3.73915E-05,9.37983E-09,,,,,,,
SiO,[],(G),298.15,10000,-124566.0244,211.4854498,-98843.55132,22.28918076,0.028152692,73376,0,-1.96443E-05,4.88739E-09,,,,,,,
SiO2,[],(C),298.15,1996,-861301.1588,41.46448025,-910698.6635,-220.893,1.158909,4254700,0,-0.001702541,8.84703E-07,,,,,,,
SiO2,[],(L),298.15,4700,-877614.4406,13.89537785,-922963.9677,83.5,0,0,0,0,0,,,,,,,
SiSrO3,[],(C),298.15,1853,-1570620.691,96.21776106,-1633040.388,116.7057,0.01108495,-2928100,0,0,0,,,,,,,
SiSr2O4,[],(C),298.15,2598,-2220855.781,149.7645576,-2303574.077,154.3527,0.0313725,-2928100,0,0,0,,,,,,,
SiS,[],(G),298.15,6000,57875.98241,223.5592275,108054.658,31.5030899,0.012463882,-195104,0,-9.30348E-06,2.45763E-09,,,,,,,
SiS2,[],(L),298.15,2700,-293842.9178,47.89791979,-295217.8821,100,0,0,0,0,0,,,,,,,
SiS2,[],(G),298.15,6000,-43792.89872,253.9413604,7021.865357,52.27585602,0.020739624,-477696,0,-1.57434E-05,4.14032E-09,,,,,,,
SiS,[],(L),298.15,3500,-138481.7472,61.50556469,-152782.6486,67,0,0,0,0,0,,,,,,,
SiSe,[],(G),298.15,4000,142271.4006,235.0879756,202877.0048,36.72674,0.0004183,-288626,0,0,0,,,,,,,
Si,[],(L),298.15,5500,89707.73006,44.67614308,48707.4942,27.2,0,0,0,0,0,,,,,,,
Si,[],(G),298.15,10000,409892.1182,167.8726767,450000.8697,21.00956726,-0.00042848,120854,0,3.81229E-08,2.30838E-10,,,,,,,
Si2,[],(G),298.15,6000,509730.0132,229.7213445,564166.244,13.24670219,0.073968018,362450,0,-5.77465E-05,1.4637E-08,,,,,,,
Si3,[],(G),298.15,6000,579950.0945,269.9289997,639301.5759,61.20406342,0.002339774,-424026,0,-4.33059E-06,3.67687E-09,,,,,,,
SiTa2,[],(C),298.15,2733,-141127.4278,105.4185446,-125487.9293,72.3659,0.0108758,-585620,0,0,0,,,,,,,
Si3Ta5,[],(C),298.15,2773,-377651.1638,280.6975471,-334634.5576,179.65985,0.03911105,-890980,0,0,0,,,,,,,
Si2Ta,[],(C),298.15,2473,-124389.454,56.35158867,-119071.0376,73.24433,0.007709269,-905620,0,0,0,,,,,,,
Si2Ti,[],(L),298.15,5000,-27837.90126,60.33181845,-81585.9867,100,0,0,0,0,0,,,,,,,
Si3Ti5,[],(L),298.15,5000,-72307.54369,242.672923,-319969.3245,270,0,0,0,0,0,,,,,,,
SiTi,[],(L),298.15,5000,-20663.2887,64.52160148,-73178.9421,67,0,0,0,0,0,,,,,,,
SiU3,[],(C),298.15,1200,-113709.6241,167.3310411,-92022.70789,145.02461,0,-3137250,0,0,0,,,,,,,
Si2U3,[],(C),298.15,1940,-198937.6563,197.450734,-170662.0822,169.32784,0.00242614,-3517904,0,0,0,,,,,,,
SiU,[],(C),298.15,1800,-93331.56731,66.51477634,-84495.48475,64.54369,0.00163137,-1300914,0,0,0,,,,,,,
Si5U3,[],(C),298.15,2043,-385499.0937,231.3392807,-354294.2214,242.23753,0.00970456,-4668228,0,0,0,,,,,,,
Si2U,[],(C),298.15,1980,-140730.5446,81.99395798,-129670.8658,88.84692,0.00405751,-1681566,0,0,0,,,,,,,
Si3U,[],(C),298.15,1800,-146409.5557,106.2574393,-130507.2452,113.15015,0.00644182,-2066402,0,0,0,,,,,,,
SiV3,[],(C),298.15,2243,-166534.8792,101.4469411,-150585.26,93.732664,0.018271344,-694796,0,0,0,,,,,,,
Si3V5,[],(C),298.15,2398,-497019.6821,208.7522593,-461796.8716,188.40232,0.1187972,-1727578,0,0,0,,,,,,,
Si2V,[],(C),298.15,1950,-140662.832,80.24895593,-125488.0735,71.441457,0.011653838,-941174,0,0,0,,,,,,,
Si2V,[],(L),298.15,3000,54288.14764,85.76591784,-27194.26431,119.2155,0,0,0,0,0,,,,,,,
Si3W5,[],(C),298.15,2593,-177247.0917,247.2335418,-134519.562,179.634752,0.039190527,-887632,0,0,0,,,,,,,
Si2W,[],(C),298.15,2433,-102265.4083,64.00636059,-92727.07498,67.814796,0.011038937,-609044,0,0,0,,,,,,,
Al,[],(C),298.15,934,0.917857666,28.35245735,0.729817216,27.527,-0.008046,-196600,0,0.000016167,0,,,,,,,
Al,[],(L),298.15,4500,15278.391,35.2149763,8662.1716,31.75,0,0,0,0,0,,,,,,,
Al,[],(G),298.15,10000,291477.9743,164.4460081,329700.2412,20.75318146,5.7223E-05,55408,0,-3.87177E-08,9.36448E-12,,,,,,,
Al2,[],(G),298.15,6000,438373.4272,233.405437,490374.6971,47.0098877,-0.005226525,-652334,0,3.61064E-06,-5.50783E-10,,,,,,,
AlB2,[],(C),298.15,2000,-72317.25158,34.72329608,-66926.68754,50.94894,0.02865355,-1409672,0,0,0,,,,,,,
AlB12,[],(C),298.15,2473,-225870.3585,118.8122475,-200779.5134,211.2415,0.1150325,-8533320,0,0,0,,,,,,,
Al18B4O33,[],(C),298.15,2223,-16978622.05,653.8857103,-17721255.31,980.064351,0.613252898,-28822962,0,-0.000176556,0,,,,,,,
Al4B2O9,[],(C),298.15,1308,-4483420.255,156.0482969,-4689554.322,270.2218,0.10854885,-7111100,0,0,0,,,,,,,
Al2Br6,[],(G),298.15,6000,-993955.5621,536.8225301,-941979.1925,176.2611084,0.01423248,-1189292,0,-1.10907E-05,2.97094E-09,,,,,,,
AlBr,[],(G),298.15,6000,-41515.42722,239.5247963,6007.52218,36.73296356,0.001995598,-144200,0,-1.10605E-06,3.15485E-10,,,,,,,
AlBr2,[],(G),298.15,6000,-230595.807,312.1225695,-175686.5513,55.84578705,0.005167397,-337440,0,-4.17491E-06,1.17571E-09,,,,,,,
AlBr3,[],(C),298.15,371,-508135.5297,180.2601671,-511496.988,148.41,-0.42694,0,0,0.0008937,0,,,,,,,
AlBr3,[],(L),298.15,700,-496188.8544,206.3657378,-501632.0921,125,0,0,0,0,0,,,,,,,
AlBr3,[],(G),298.15,6000,-460127.5343,348.7707719,-409334.9535,79.18502808,0.008431691,-517888,0,-6.55227E-06,1.75168E-09,,,,,,,
AlC,[],(G),298.15,6000,627914.7843,226.4675696,681901.3329,33.39186096,0.008095872,-234806,0,-5.92744E-06,2.22967E-09,,,,,,,
AlC2,[],(G),298.15,6000,627692.1883,252.8321312,685599.1506,39.81151581,0.033192401,-24622,0,-1.93843E-05,4.14849E-09,,,,,,,
Al2C2,[],(G),298.15,6000,505379.4252,284.492998,564936.2068,59.49168396,0.041818799,-197134,0,-2.50666E-05,5.51468E-09,,,,,,,
Al4C3,[],(C),298.15,2500,-199412.2848,88.96179583,-206896.4987,148.74,0.03346,-3727900,0,0,0,,,,,,,
